Project ID,Organization,Department,Division,Project Number,Project Category,Project Type,Project Sub-Type,Phase,Priority,Status,Project Name,Description,Justification,Project Location,Notes,Council District,Estimated Start,Estimated End,Plan Cost,Estimated Cost,PO Cost,Actual Cost,Metro Cost,State Cost,Federal Cost,Other Cost,Total Cost,Longitude,Latitude,Layer Name,Mapped Location
7507,Metro Nashville,Metro Public Works,Engineering,22-022308001295,Sidewalk,New Sidewalk,New,Future,,Future,DICKERSON PIKE From DELLWAY DR To BEN ALLEN RD,"This project will bridge multiple sidewalk gaps on Dickerson Pike, improving walkability and pedestrian safety.",To provide safe connections for people walking to neighborhoods and destinations for transportation and recreation.,DICKERSON PIKE From DELLWAY DR To BEN ALLEN RD,Install new sidewalk on north and south sides of Dickerson Pike from Dellway Road to Ben Allen Road. Estimated start 2026.,"02, 05",2026,2026,1816200,0,0,0,0,0,0,0,1816200,-86.761174,36.222704,Project Line,POINT (-86.761174 36.222704)
7574,Metro Nashville,Metro Public Works,Engineering,22-030712324271,Bikeway,Bike Lane,New,Future,,Future,John A Merritt Blvd From TSU Campus To Ed Temple Blvd,Construction of a new bike lane.,To provide safe connections for people biking to neighborhoods and destinations for transportation and recreation.,John A Merritt Blvd From TSU Campus To Ed Temple Blvd,This bikeway is estimated to begin in 2025 or later.,21,"Jul, 2025","Dec, 2025",0,0,0,0,0,0,0,0,0,-86.825122,36.167424,Project Line,POINT (-86.825122 36.167424)
7570,Metro Nashville,Metro Public Works,Engineering,22-030712025103,Bikeway,Bike Lane,New,Future,,Future,Acklen Ave From 12th Ave S To 10th Ave S,Construction of a new bike lane.,To provide safe connections for people biking to neighborhoods and destinations for transportation and recreation.,Acklen Ave From 12th Ave S To 10th Ave S,This bikeway is estimated to begin in 2025 or later.,"17, 18","Jul, 2025","Dec, 2025",0,0,0,0,0,0,0,0,0,-86.788263,36.133816,Project Line,POINT (-86.788263 36.133816)
8273,Metro Nashville,Metro Public Works,Engineering,23-041010132423,Capital,Intersection Improvements,Rehabilitation,60% Plan Design,,Scheduled,111335.00 NO ROW Intersections,"21st Ave & Church St
Church St & 18th Ave
Lebanon Pk & Andrew Jackson Parkway
McGavock Pk & Elm Hill Pk
Nolensville Pk & Old Hickory Blvd
Shute Ln & Saundersville Rd
Stewarts Ferry Pk & McCrory Creek Rd
Vietnam Veterans Blvd & Conference Dr","Safety study of 50 intersections, ranked in 2008. This group does not require ROW acquisitions.",Intersections - No ROW,Intersection improvements to increase pedestrian safety,19,01/01/2023,12/31/2023,0,0,0,0,0,0,0,0,0,-86.7975,36.155064,Project Poly,POINT (-86.7975 36.155064)
7657,Metro Nashville,Metro Public Works,Engineering,22-040812334081,Bikeway,Bike Lane,New,Future,,Future,Smith Springs Pkwy From Hobson Pike To Mt View Rd,Bikeway type to be determined by feasibility.,To provide safe connections for people biking to neighborhoods and destinations for transportation and recreation.,Smith Springs Pkwy From Hobson Pike To Mt View Rd,Bikeway will be considered in future planning.,08,"Jul, 2025","Dec, 2025",0,166627.51,0,0,0,0,0,0,166627.51,-86.586099,36.06995,Project Line,POINT (-86.586099 36.06995)
5297,Metro Nashville,Metro Public Works,Engineering,23-040714533410,Capital,Roadway Improvements,Rehabilitation,60% Plan Design,,Scheduled,Complete Street Implementation on BRT Lite Corridors - Murfreesboro Pike,Implementation of complete streets elements along the Murfreesboro Pike BRT Lite Corridor,Complete Streets,MURFREESBORO PIKE From FOOTHILL DR To I24 RAMP,Complete Streets,"13, 16",2024,2025,3923000,0,352500,0,800000,0,3123200,0,3923000,-86.721306,36.133246,Project Line,POINT (-86.721306 36.133246)
7469,Metro Nashville,Metro Public Works,Paving,RPMS-49125,Paving,Paving,New,Plan Design,,Planned,HILL RD - CUL-DE-SAC - FRANKLIN PIKE CIR,"Based on the current condition index, this roadway segment qualifies for paving.","Based on the current condition index, this roadway segment qualifies for paving.",HILL RD - CUL-DE-SAC - FRANKLIN PIKE CIR,"Based on the current condition index, this roadway segment qualifies for paving.",26,01/01/2022,12/31/2022,273600,0,0,0,0,0,0,0,273600,-86.75669,36.047957,Project Line,POINT (-86.75669 36.047957)
8194,Metro Nashville,Metro Public Works,Engineering,23-011008550478,Bikeway,Bike Lane,New,Ready for Construction,,Planned,Apache Trail From Shihmen Dr To Haywood Ln,Construction of a new bike lane,To provide safe connections for people biking to neighborhoods and destinations for transportation and recreation.,Apache Trail From Shihmen Dr To Haywood Ln,A new bike lane will be constructed,"30, 33","Mar, 2024","Apr, 2024",659136.2,0,0,0,0,0,0,0,659136.2,-86.688297,36.06698,Project Line,POINT (-86.688297 36.06698)
7530,Metro Nashville,Metro Public Works,Engineering,22-022315145313,Bikeway,Shared Bikeway,New,Plan Design,,Planned,Heiman St/11th Ave N From Ed Temple Blvd To Arthur Ave,Construction of a new shared bikeway,To provide safe connections for people biking to neighborhoods and destinations for transportation and recreation.,Heiman St/11th Ave N From Ed Temple Blvd To Arthur Ave,This bikeway is under consideration as a Fast Track bike lane.,21,"Jul, 2024","Dec, 2024",100000,0,0,0,0,0,0,0,100000,-86.801561,36.176198,Project Line,POINT (-86.801561 36.176198)
5305,Metro Nashville,Metro Public Works,Engineering,121730.00,Capital,New Sidewalk,New,30% Plan Design,,In Progress,Dickerson Pike Sidewalk Improvements (Douglas to Trinity),"4260 LF sidewalk, curb & gutter on east side of Dickerson Pike from Douglas Ave to Trinity Lane. Project includes Stormwater improvements, landscaping, and curb ramp improvements.","New sidewalk on the east side of Dickerson Pike, extending pedestrian infrastructure to Trinity Lane.",Dickerson Pike from Douglas Ave to E Trinity Ln,"Design is complete. ROW plans have been submitted to TDOT, and Metro is awaiting TDOT's Notice to Proceed into the ROW acquisition phase.","02, 05",08/03/2017,03/02/2018,0,6200000,0,0,6200000,0,0,0,6200000,-86.771885,36.196454,Project Line,POINT (-86.771885 36.196454)
5217,Metro Nashville,Metro Public Works,Engineering,21-031013114661,Traffic,Intersection Improvements,Rehabilitation,Under Construction,,In Progress,Hemitage Avenue & Fairfield,Install/modify intersection control features,To provide traffic control features that will improve and make safer vehicular traffic and pedestrians when traversing through the intersection,HERMITAGE AVE At FAIRFIELD AVENUE,Intersection improvements under construction,15,01/01/2017,12/31/2017,189470.5,189470.5,189470.5,0,189470.5,0,0,0,189470.5,-86.756118,36.153852,Project Point,POINT (-86.756118 36.153852)
7566,Metro Nashville,Metro Public Works,Engineering,22-030711464347,Bikeway,Bike Lane,New,Future,,Future,22nd Ave N From Charlotte Ave To Clifton Ave,Construction of a new bike lane.,To provide safe connections for people biking to neighborhoods and destinations for transportation and recreation.,22nd Ave N From Charlotte Ave To Clifton Ave,This bikeway is estimated to begin in 2025 or later.,"19, 21","Jul, 2025","Dec, 2025",0,0,0,0,0,0,0,0,0,-86.807454,36.156857,Project Line,POINT (-86.807454 36.156857)
7537,Metro Nashville,Metro Public Works,Engineering,22-022409282531,Bikeway,Bike Lane,New,Planning/Scoping,,Planned,Long Blvd From Acklen Park Dr To 31st Ave N,Construction of a new bike lane.,To provide safe connections for people biking to neighborhoods and destinations for transportation and recreation.,Long Blvd From Acklen Park Dr To 31st Ave N,This bikeway is under consideration as a Fast Track bike lane.,"21, 24","Jul, 2024","Jun, 2025",200000,188221.21,0,0,0,0,0,0,188221.21,-86.82009,36.144863,Project Line,POINT (-86.82009 36.144863)
8295,Metro Nashville,Metro Public Works,Engineering,23-060115464199,Bridge,Bridge Repairs,Maintenance/Repairs,Ready for Construction,,Planned,John Seigenthaler Pedestrian Bridge,"Flagged - NDOT. The work will consist of: Repair expansion joints, repair structural steel members, repair concrete cracks, and concrete spalls.","The 2021 NDOT inspection identified expansion joint failure at two locations, structural steel deterioration and buildup at bearing plates, concrete cracks and spalls on the bridge concrete members.",John Seigenthaler Pedestrian Bridge,Traffic control measures will be required to complete the planned bridge repairs.,19,,,0,150000,0,0,0,0,0,0,150000,-86.77224,36.162175,Project Poly,POINT (-86.77224 36.162175)
7560,Metro Nashville,Metro Public Works,Paving,RPMS-49133,Paving,Paving,New,Complete,,Complete,STEVENS LN - BUENA VISTA PIKE - CLARKSVILLE PIKE,"Based on the current condition index, this roadway segment qualifies for paving.","Based on the current condition index, this roadway segment qualifies for paving.",STEVENS LN - BUENA VISTA PIKE - CLARKSVILLE PIKE,"Based on the current condition index, this roadway segment qualifies for paving.",01,01/01/2023,12/31/2023,37050,0,0,0,0,0,0,0,37050,-86.830625,36.238035,Project Line,POINT (-86.830625 36.238035)
8265,Metro Nashville,Metro Public Works,Engineering,2022-R-1,Traffic,Information Technology,Engineering/Consultant Services,Construction/Closeout/Warranty,,In Progress,Nolensville Pike Arterial Fiber,Design and construct fiber communications backbone along Nolensville Pike. Project limits begin at Howard Office Building and extend to the Davidson County Line. Approximately 46 signals along the 12.4 mile project corridor.,Aligns with ITS Implementation Plan.,Nolensville Pike,Materials are on order and project is going through NES permitting.,"33, 31, 19, 26, 17, 13, 28, 16, 25, 15, 04, 30, 27",05/01/2023,12/02/2024,6600000,0,0,0,6600000,0,0,0,6600000,-86.725477,36.077675,Project Line,POINT (-86.725477 36.077675)
7236,Metro Nashville,Metro Public Works,Engineering,21-091017123595,Bridge,Bridge Repairs,Maintenance/Repairs,Plan Design,,Planned,Woodland Street/ Cumberland River,"BRIDGE REPAIRS identified by TDOT Bridge Maintenance Division - Repairs needed to address damaged and deteriorated sidewalks on bridge, steel corrosion girders A & D, steel corrosion bearings A and H at abutment 2, heavy corrosion gusset plate & pack rusting Beam A, concrete deck deterioration.","To address and resolve the following deficiencies: Delaminated, spalled, exposed concrete on the sidewalk and the curb face, steel corrosion girders A & D, steel corrosion bearings A and H at abutment 2, heavy corrosion on gusset plate & pack rusting Beam A, concrete deck deterioration.",Woodland Street/ Cumberland River,This project was initiated due to needed bridge repairs to maintain the bridge structural components in good or fair condition. The bridge repairs will require traffic control measures.,19,,,0,677600,0,0,842.38,0,0,0,677600,-86.77594,36.167557,Project Poly,POINT (-86.77594 36.167557)
8304,Metro Nashville,Metro Public Works,Engineering,23-060210391433,Bridge,Bridge Repairs,Maintenance/Repairs,Ready for Construction,,Planned,Wilkinson Road/ Branch,Flagged - NDOT. The work will consist of: Repair concrete deterioration on pier.,"The 2021 TDOT inspection identified concrete delamination, scaling, and map cracking on pier.",Wilkerson Road/ Branch,Traffic control measures will be required to complete the planned bridge repairs.,10,,,0,77000,0,0,0,0,0,0,77000,-86.856922,36.354576,Project Poly,POINT (-86.856922 36.354576)
7278,Metro Nashville,Metro Public Works,Engineering,21-093013572201,Bridge,Bridge Repairs,Maintenance/Repairs,Under Construction,,In Progress,Korean Veterans Boulevard/S 1st Street & NE Railroad,"BRIDGE REPAIRS identified by TDOT Bridge Maintenance Division - Repairs needed to address corrosion on structural steel, missing bolts on structural steel members, concrete spalls/cracks at arch footing/abutments/wingwalls, deterioration of paint on parapet walls, concrete cracks and spalls in bridge deck and approaches, clean expansion joints.","To address and resolve the following deficiencies: Corrosion on structural steel, missing bolts on structural steel members, concrete spalls/cracks at arch footing/abutments/wingwalls, deterioration of paint on parapet walls, concrete cracks and spalls in bridge deck and approaches, clean expansion joints.",Korean Veterans Boulevard/S 1st Street & NE Railroad,The bridge repairs will require the traffic controls measures.,19,03/27/2023,12/29/2023,0,231000,0,0,0,0,0,0,231000,-86.769172,36.161767,Project Poly,POINT (-86.769172 36.161767)
7580,Metro Nashville,Metro Public Works,Engineering,22-030713164899,Bikeway,Bike Lane,New,Future,,Future,Spring St From Cowan St To N 1st St,Construction of a new bike lane.,To provide safe connections for people biking to neighborhoods and destinations for transportation and recreation.,Spring St From Cowan St To N 1st St,This bikeway is estimated to begin in 2025 or later.,19,"Jul, 2025","Dec, 2025",0,0,0,0,0,0,0,0,0,-86.775481,36.176969,Project Line,POINT (-86.775481 36.176969)
7681,Metro Nashville,Metro Public Works,Paving,RPMS-49181,Paving,Paving,New,Plan Design,,Planned,CHARMAINE CT - UNA ANTIOCH PIKE - CUL-DE-SAC,"Based on the current condition index, this roadway segment qualifies for paving.","Based on the current condition index, this roadway segment qualifies for paving.",CHARMAINE CT - UNA ANTIOCH PIKE - CUL-DE-SAC,"Based on the current condition index, this roadway segment qualifies for paving.",28,01/01/2022,12/31/2022,13300,0,0,0,0,0,0,0,13300,-86.664886,36.072994,Project Line,POINT (-86.664886 36.072994)
7444,Metro Nashville,Metro Public Works,Paving,RPMS-49109,Paving,Paving,New,Plan Design,,Planned,S MOUNT JULIET RD - COUNTY BOUNDARY - COUCHVILLE PIKE,"Based on the current condition index, this roadway segment qualifies for paving.","Based on the current condition index, this roadway segment qualifies for paving.",S MOUNT JULIET RD - COUNTY BOUNDARY - COUCHVILLE PIKE,"Based on the current condition index, this roadway segment qualifies for paving.",12,01/01/2022,12/31/2022,257450,0,0,0,0,0,0,0,257450,-86.528319,36.103382,Project Line,POINT (-86.528319 36.103382)
8360,Metro Nashville,Metro Public Works,Engineering,23-101308340566,Sidewalk,New Sidewalk,New,Planning/Scoping,,Planned,31st Ave N Phase 3 From 29th Ave N To Park Plaza,"This project will bridge multiple sidewalk gaps on 31st Ave N, increasing walkability and pedestrian safety.",To provide safe connections for people walking to neighborhoods and destinations for transportation and recreation.,31st Ave N Phase 3 From 29th Ave N To Park Plaza,"Install new sidewalk on east and west sides of 31st Ave N, providing safer connectivity between Park Plaza and 29th Ave N.",21,02/01/2024,,0,0,0,0,0,0,0,0,0,-86.816418,36.149008,Project Line,POINT (-86.816418 36.149008)
7555,Metro Nashville,Metro Public Works,Engineering,22-022417400628,Guardrail,New Guardrail,New,Complete,,Complete,5718 Lickton Pike,"Guardrail Installation - The work will consist of installation of 1,012.5' single guardrail type 2, 1 type 13 guardrail anchor, 1 type 21 guardrail end terminal. Guardrail to be installed on the west side of the roadway.",To resolve and address the following deficiencies: Untraversable side slope within clear zone of roadway,5718 Lickton Pike,The installation of the guardrail will require traffic control measures.,10,10/16/2023,10/20/2023,0,78390,0,0,0,0,0,0,78390,-86.779354,36.333098,Project Line,POINT (-86.779354 36.333098)
8392,Metro Nashville,Metro Public Works,Engineering,23-110917023538,Bridge,Bridge Repairs,Maintenance/Repairs,Ready for Construction,,Planned,Central Pike/ Stoners Creek,"The wok will consist of: Replace damaged guardrail, remove debris buildup ion deck, remove vegetation at guardrail, , repair concrete spalls on bottom of bridge deck, remove drift buildup.","To address and resolve the following deficiencies: Damaged guardrail, debris buildup ion deck, vegetation at guardrail, , concrete spalls on bottom of bridge deck, drift buildup.",Central Pike/ Stoners Creek,Bridge repairs will require traffic control measures.,14,,,0,90675,0,0,0,0,0,0,90675,-86.626096,36.185194,Project Poly,POINT (-86.626096 36.185194)
